,id,label
965,train_059701,5
966,train_057500,2
967,train_013632,8
968,train_045560,4
969,train_048277,2
970,train_051229,7
971,train_016257,5
972,train_032875,5
973,train_055083,1
974,train_042490,6
975,train_051140,9
976,train_009856,1
977,train_008894,0
978,train_021833,5
979,train_033476,8
980,train_002447,7
981,train_034441,2
982,train_030313,7
983,train_004032,9
984,train_034166,1
985,train_007317,1
986,train_055373,2
987,train_001603,3
988,train_008979,0
989,train_036463,2
990,train_053325,3
991,train_001637,6
992,train_018547,2
993,train_018771,6
994,train_015341,8
995,train_000520,9
996,train_015734,0
997,train_039073,9
998,train_022464,1
999,train_007133,5
1000,train_058873,4
1001,train_025110,7
1002,train_039917,7
1003,train_054325,2
1004,train_021104,8
1005,train_055479,0
1006,train_046172,4
1007,train_011736,7
1008,train_034781,4
1009,train_047798,6
1010,train_003855,3
1011,train_006263,9
1012,train_037266,3
1013,train_035770,2
1014,train_054255,6
1015,train_013285,3
1016,train_019059,4
1017,train_009077,7
1018,train_052916,1
1019,train_001131,1
1020,train_050363,8
1021,train_005458,3
1022,train_025147,2
1023,train_021445,9
1024,train_030100,1
1025,train_021043,7
1026,train_030054,2
1027,train_000985,5
1028,train_042626,5
1029,train_033104,7
1030,train_054405,7
1031,train_018980,1
1032,train_035618,5
1033,train_035137,2
1034,train_015576,4
1035,train_041248,1
1036,train_038162,0
1037,train_022315,3
1038,train_047911,6
1039,train_004259,5
1040,train_020010,0
1041,train_027608,8
1042,train_038704,9
1043,train_019273,1
1044,train_046709,3
1045,train_016214,4
1046,train_006507,7
1047,train_017148,3
1048,train_038754,6
1049,train_059208,6
1050,train_029062,1
1051,train_041429,2
1052,train_040675,7
1053,train_029858,8
1054,train_054293,1
1055,train_031849,7
1056,train_014967,1
1057,train_009274,7
1058,train_022585,8
1059,train_058396,0
1060,train_057680,3
1061,train_050886,8
1062,train_043800,6
1063,train_041013,8
1064,train_028658,5
1065,train_031409,3
1066,train_055025,4
1067,train_036921,1
1068,train_037229,3
1069,train_017442,3
1070,train_045794,4
1071,train_026871,3
1072,train_024508,9
1073,train_025666,1
1074,train_054336,8
1075,train_009852,8
1076,train_047409,2
1077,train_027582,1
1078,train_051147,0
1079,train_054824,1
1080,train_007725,4
1081,train_029282,7
1082,train_047930,3
1083,train_030085,9
1084,train_042687,5
1085,train_001924,3
1086,train_027511,9
1087,train_052391,7
1088,train_056983,7
1089,train_009487,1
1090,train_053611,1
1091,train_008293,2
1092,train_044335,0
1093,train_006308,4
1094,train_043070,3
1095,train_010655,8
1096,train_035781,7
1097,train_010693,4
1098,train_030947,9
1099,train_023414,8
1100,train_044775,8
1101,train_015490,7
1102,train_039581,0
1103,train_004460,4
1104,train_028714,0
1105,train_034989,0
1106,train_055831,3
1107,train_032414,3
1108,train_006762,3
1109,train_020478,0
1110,train_044200,8
1111,train_040553,8
1112,train_024313,9
1113,train_056765,5
1114,train_054004,0
1115,train_038749,0
1116,train_016920,8
1117,train_051362,5
1118,train_034601,6
1119,train_003099,9
1120,train_029706,0
1121,train_010611,8
1122,train_021083,7
1123,train_048423,2
1124,train_010505,0
1125,train_009693,1
1126,train_030329,2
1127,train_024308,0
1128,train_045815,4
1129,train_011682,9
1130,train_040447,3
1131,train_028297,8
1132,train_048924,9
1133,train_037166,3
1134,train_040356,6
1135,train_000001,0
1136,train_029317,6
1137,train_024452,3
1138,train_036412,0
1139,train_033186,3
1140,train_021180,6
1141,train_057959,6
1142,train_023220,7
1143,train_000930,9
1144,train_032838,4
1145,train_052715,1
1146,train_052104,3
1147,train_035745,7
1148,train_035366,3
1149,train_041407,3
1150,train_019702,5
1151,train_041339,7
1152,train_013514,1
1153,train_037201,1
1154,train_028737,9
1155,train_015364,8
1156,train_052788,6
1157,train_001052,1
1158,train_036220,6
1159,train_046495,8
1160,train_025978,0
1161,train_058710,2
1162,train_056967,5
1163,train_042704,8
1164,train_008923,3
1165,train_031647,1
1166,train_001247,8
1167,train_003493,8
1168,train_034168,1
1169,train_034940,9
1170,train_007708,0
1171,train_052525,7
1172,train_025618,2
1173,train_039323,2
1174,train_012368,9
1175,train_015894,9
1176,train_047743,2
1177,train_042413,2
1178,train_041970,5
1179,train_014477,8
1180,train_019149,2
1181,train_019613,1
1182,train_022898,9
1183,train_057018,9
1184,train_001907,0
1185,train_002369,8
1186,train_054467,9
1187,train_001872,3
1188,train_006444,0
1189,train_015531,7
1190,train_014290,4
1191,train_030714,5
1192,train_003789,6
1193,train_001835,6
1194,train_059315,3
1195,train_039951,8
1196,train_057741,8
1197,train_037416,2
1198,train_000494,6
1199,train_041774,4
1200,train_041305,5
1201,train_007747,1
1202,train_016248,7
1203,train_007847,6
1204,train_047103,9
1205,train_008758,7
1206,train_014445,0
1207,train_049713,0
1208,train_007511,9
1209,train_000503,8
1210,train_002604,1
1211,train_027670,3
1212,train_049066,6
1213,train_028582,9
1214,train_052589,4
1215,train_033891,9
1216,train_009761,4
1217,train_038215,7
1218,train_001158,3
1219,train_055657,2
1220,train_045099,2
1221,train_043577,1
1222,train_020676,9
1223,train_042804,3
1224,train_029449,2
1225,train_016467,8
1226,train_026756,7
1227,train_053838,3
1228,train_043041,4
1229,train_036039,2
1230,train_031616,2
1231,train_006530,1
1232,train_013251,4
1233,train_051679,5
1234,train_037538,9
1235,train_044656,0
1236,train_024582,2
1237,train_045688,9
1238,train_018484,4
1239,train_016210,5
1240,train_038747,9
1241,train_003622,0
1242,train_057131,3
1243,train_015790,1
1244,train_002237,8
1245,train_052017,9
1246,train_054909,8
1247,train_020175,0
1248,train_040773,5
1249,train_030694,9
1250,train_048028,8
1251,train_055077,6
1252,train_029800,3
1253,train_047173,3
1254,train_007251,9
1255,train_026662,3
1256,train_000239,5
1257,train_011683,0
1258,train_009857,0
1259,train_049240,7
1260,train_022813,8
1261,train_029684,0
1262,train_056351,0
1263,train_034567,8
1264,train_019588,0
1265,train_054917,7
1266,train_015963,8
1267,train_007091,5
1268,train_014984,9
1269,train_041514,1
1270,train_009022,7
1271,train_036610,8
1272,train_003050,6
1273,train_052405,7
1274,train_029766,6
1275,train_030670,7
1276,train_018149,6
1277,train_041964,4
1278,train_031836,0
1279,train_036428,4
1280,train_024085,0
1281,train_038674,9
1282,train_003697,4
1283,train_001608,7
1284,train_043788,8
1285,train_038057,0
1286,train_044461,5
1287,train_032902,5
1288,train_041660,7
1289,train_025667,9
1290,train_027309,1
1291,train_022385,6
1292,train_015800,5
1293,train_054157,8
1294,train_038714,3
1295,train_017067,4
1296,train_025624,9
1297,train_053156,3
1298,train_038323,4
1299,train_024568,7
1300,train_041417,2
1301,train_047141,1
1302,train_035210,6
1303,train_010081,2
1304,train_046869,6
1305,train_012767,9
1306,train_008000,0
1307,train_017863,6
1308,train_023046,3
1309,train_058359,5
1310,train_046140,4
1311,train_015867,2
1312,train_057129,9
1313,train_027691,3
1314,train_001177,9
1315,train_044038,1
1316,train_018679,3
1317,train_052352,8
1318,train_018755,9
1319,train_013161,3
1320,train_027400,5
1321,train_057972,4
1322,train_017487,1
1323,train_045730,1
1324,train_038898,4
1325,train_051487,8
1326,train_008509,0
1327,train_034318,3
1328,train_038384,1
1329,train_022718,6
1330,train_014213,5
1331,train_021351,9
1332,train_052235,7
1333,train_015329,0
1334,train_033678,8
1335,train_005795,7
1336,train_022668,3
1337,train_043478,9
1338,train_043363,8
1339,train_045065,9
1340,train_059844,8
1341,train_043136,5
1342,train_050946,3
1343,train_006603,0
1344,train_023099,2
1345,train_022259,7
1346,train_003660,2
1347,train_057586,0
1348,train_024450,2
1349,train_011357,6
1350,train_011146,8
1351,train_007090,4
1352,train_030539,8
1353,train_015266,1
1354,train_024539,3
1355,train_046355,9
1356,train_016291,3
1357,train_053917,0
1358,train_018822,5
1359,train_059028,1
1360,train_001376,7
1361,train_058493,1
1362,train_041451,2
1363,train_048165,7
1364,train_031113,1
1365,train_029772,0
1366,train_055140,1
1367,train_002585,2
1368,train_045377,3
1369,train_043949,4
1370,train_034618,7
1371,train_026058,0
1372,train_054796,2
1373,train_037503,3
1374,train_054976,3
1375,train_030212,0
1376,train_052505,1
1377,train_038800,2
1378,train_020125,5
1379,train_021276,5
1380,train_010942,4
1381,train_016405,5
1382,train_009717,0
1383,train_031459,7
1384,train_035150,7
1385,train_018462,0
1386,train_004354,7
1387,train_037832,2
1388,train_030077,3
1389,train_018592,4
1390,train_034152,0
1391,train_055707,1
1392,train_005393,0
1393,train_034558,2
1394,train_029675,3
1395,train_034895,4
1396,train_044611,2
1397,train_050127,0
1398,train_030075,2
1399,train_051263,4
1400,train_002473,0
1401,train_057052,9
1402,train_016855,1
1403,train_035139,3
1404,train_024121,0
1405,train_058808,5
1406,train_030091,2
1407,train_054472,7
1408,train_010105,9
1409,train_039040,3
1410,train_018205,8
1411,train_029572,5
1412,train_038266,5
1413,train_007101,8
1414,train_045206,2
1415,train_058091,1
1416,train_036368,1
1417,train_007146,2
1418,train_019363,6
1419,train_018921,0
1420,train_006254,1
1421,train_014562,5
1422,train_054924,2
1423,train_006809,3
1424,train_053021,7
1425,train_004188,6
1426,train_007911,0
1427,train_036103,3
1428,train_055589,2
1429,train_006810,4
1430,train_005074,0
1431,train_052870,5
1432,train_019806,9
1433,train_046988,8
1434,train_016247,7
1435,train_045241,6
1436,train_041269,1
1437,train_057307,2
1438,train_010644,3
1439,train_051315,8
1440,train_014231,7
1441,train_000856,3
1442,train_054862,5
1443,train_003028,8
1444,train_038879,2
1445,train_011129,0
1446,train_054758,2
1447,train_016005,9
1448,train_012780,3
1449,train_015652,6
1450,train_039991,8
1451,train_004444,0
1452,train_011972,6
1453,train_000967,4
1454,train_028238,1
1455,train_014844,9
1456,train_046747,1
1457,train_025533,2
1458,train_004555,9
1459,train_038471,6
1460,train_053853,9
1461,train_010741,1
1462,train_032260,9
1463,train_013426,4
1464,train_057357,7
1465,train_056608,0
1466,train_028508,6
1467,train_007527,7
1468,train_051461,5
1469,train_042924,9
1470,train_021961,6
1471,train_056120,2
1472,train_005142,9
1473,train_037427,2
1474,train_018648,7
1475,train_042619,7
1476,train_028760,3
1477,train_025014,4
1478,train_000382,1
1479,train_039894,4
1480,train_013612,2
1481,train_002873,0
1482,train_037050,6
1483,train_057154,0
1484,train_051783,9
1485,train_045483,7
1486,train_023865,8
1487,train_004633,4
1488,train_010883,9
1489,train_014351,4
1490,train_003946,4
1491,train_049085,0
1492,train_026080,7
1493,train_001077,3
1494,train_048585,7
1495,train_012640,6
1496,train_040448,9
1497,train_024086,1
1498,train_047592,3
